session_id,user_id,timestamp,event_type,device,browser,city,country,traffic_source,campaign,product_id,product_name,category,sub_category,unit_price,order_id,order_amount,quantity,payment_method,payment_status
sess_807a00aa,user_948,2026-07-08T21:24:00+00:00,product_view,android,safari,bangalore,India,direct,(none),prod_26,Product prod_26,Fashion,SubCat,642.0,,,,,
sess_9abf65a7,user_217,2026-07-11T06:41:00+00:00,page_view,ios,edge,chennai,India,meta,win_back,,,,,,,,,,
sess_9abf65a7,user_217,2026-07-11T06:43:00+00:00,search,ios,edge,chennai,India,meta,win_back,,,,,,,,,,
sess_9abf65a7,user_217,2026-07-11T06:45:00+00:00,product_view,ios,edge,chennai,India,meta,win_back,prod_9,Product prod_9,Electronics,SubCat,4698.0,,,,,
sess_9abf65a7,user_217,2026-07-11T06:47:00+00:00,add_to_cart,ios,edge,chennai,India,meta,win_back,prod_35,Product prod_35,Fashion,SubCat,4888.0,,,,,
sess_9abf65a7,user_217,2026-07-11T06:49:00+00:00,checkout,ios,edge,chennai,India,meta,win_back,prod_28,Product prod_28,Home,SubCat,3371.0,,,,,
sess_6ca5492f,user_371,2026-07-05T16:31:00+00:00,page_view,android,chrome,bangalore,India,meta,(none),,,,,,,,,,
sess_b289b45c,user_164,2026-07-14T19:04:00+00:00,page_view,ios,edge,pune,India,organic,(none),,,,,,,,,,
sess_b289b45c,user_164,2026-07-14T19:06:00+00:00,search,ios,edge,pune,India,organic,(none),,,,,,,,,,
sess_b289b45c,user_164,2026-07-14T19:08:00+00:00,product_view,ios,edge,pune,India,organic,(none),prod_17,Product prod_17,Home,SubCat,194.0,,,,,
sess_b289b45c,user_164,2026-07-14T19:10:00+00:00,add_to_cart,ios,edge,pune,India,organic,(none),prod_44,Product prod_44,Home,SubCat,1038.0,,,,,
sess_57ca1fbd,user_699,2026-07-09T20:21:00+00:00,page_view,android,firefox,chennai,India,meta,win_back,,,,,,,,,,
sess_57ca1fbd,user_699,2026-07-09T20:23:00+00:00,search,android,firefox,chennai,India,meta,win_back,,,,,,,,,,
sess_57ca1fbd,user_699,2026-07-09T20:25:00+00:00,product_view,android,firefox,chennai,India,meta,win_back,prod_1,Product prod_1,Home,SubCat,2257.0,,,,,
sess_57ca1fbd,user_699,2026-07-09T20:27:00+00:00,add_to_cart,android,firefox,chennai,India,meta,win_back,prod_33,Product prod_33,Electronics,SubCat,4258.0,,,,,
sess_57ca1fbd,user_699,2026-07-09T20:29:00+00:00,checkout,android,firefox,chennai,India,meta,win_back,prod_7,Product prod_7,Home,SubCat,2544.0,,,,,
sess_b5ad6875,user_862,2026-07-07T04:23:00+00:00,page_view,android,chrome,pune,India,direct,(none),,,,,,,,,,
sess_b5ad6875,user_862,2026-07-07T04:25:00+00:00,search,android,chrome,pune,India,direct,(none),,,,,,,,,,
sess_b5ad6875,user_862,2026-07-07T04:27:00+00:00,product_view,android,chrome,pune,India,direct,(none),prod_32,Product prod_32,Electronics,SubCat,1016.0,,,,,
sess_9d846ae4,user_952,2026-07-10T07:03:00+00:00,page_view,android,chrome,bangalore,India,organic,summer_sale,,,,,,,,,,
sess_3edd38f2,user_779,2026-07-05T04:42:00+00:00,page_view,ios,safari,delhi,India,organic,summer_sale,,,,,,,,,,
sess_3edd38f2,user_779,2026-07-05T04:44:00+00:00,search,ios,safari,delhi,India,organic,summer_sale,,,,,,,,,,
sess_380ec926,user_952,2026-07-07T22:19:00+00:00,page_view,ios,firefox,chennai,India,organic,summer_sale,,,,,,,,,,
sess_380ec926,user_952,2026-07-07T22:21:00+00:00,search,ios,firefox,chennai,India,organic,summer_sale,,,,,,,,,,
sess_d8357357,user_254,2026-07-11T00:37:00+00:00,page_view,desktop,safari,pune,India,meta,summer_sale,,,,,,,,,,
sess_48bd2f5d,user_73,2026-07-02T07:04:00+00:00,page_view,android,firefox,bangalore,India,meta,win_back,,,,,,,,,,
sess_48bd2f5d,user_73,2026-07-02T07:06:00+00:00,search,android,firefox,bangalore,India,meta,win_back,,,,,,,,,,
sess_48bd2f5d,user_73,2026-07-02T07:08:00+00:00,product_view,android,firefox,bangalore,India,meta,win_back,prod_43,Product prod_43,Fashion,SubCat,1855.0,,,,,
sess_7f5cf057,user_553,2026-07-16T07:50:00+00:00,page_view,ios,edge,mumbai,India,google,summer_sale,,,,,,,,,,
sess_8ba66af4,user_675,2026-07-14T13:29:00+00:00,page_view,desktop,chrome,bangalore,India,google,win_back,,,,,,,,,,
sess_8ba66af4,user_675,2026-07-14T13:31:00+00:00,search,desktop,chrome,bangalore,India,google,win_back,,,,,,,,,,
sess_46cad90a,user_746,2026-07-04T07:12:00+00:00,page_view,android,edge,mumbai,India,organic,summer_sale,,,,,,,,,,
sess_b12a1f20,user_286,2026-07-03T14:51:00+00:00,page_view,desktop,chrome,bangalore,India,google,summer_sale,,,,,,,,,,
sess_b12a1f20,user_286,2026-07-03T14:53:00+00:00,search,desktop,chrome,bangalore,India,google,summer_sale,,,,,,,,,,
sess_f7acd39d,user_949,2026-07-08T05:26:00+00:00,page_view,ios,edge,mumbai,India,organic,summer_sale,,,,,,,,,,
sess_f7acd39d,user_949,2026-07-08T05:28:00+00:00,search,ios,edge,mumbai,India,organic,summer_sale,,,,,,,,,,
sess_f7acd39d,user_949,2026-07-08T05:30:00+00:00,product_view,ios,edge,mumbai,India,organic,summer_sale,prod_11,Product prod_11,Fashion,SubCat,117.0,,,,,
sess_f7acd39d,user_949,2026-07-08T05:32:00+00:00,add_to_cart,ios,edge,mumbai,India,organic,summer_sale,prod_25,Product prod_25,Fashion,SubCat,3827.0,,,,,
sess_0a42e6f5,user_293,2026-07-16T04:12:00+00:00,page_view,ios,safari,bangalore,India,google,(none),,,,,,,,,,
sess_0a42e6f5,user_293,2026-07-16T04:14:00+00:00,search,ios,safari,bangalore,India,google,(none),,,,,,,,,,
sess_484d7b76,user_322,2026-07-16T16:58:00+00:00,page_view,desktop,safari,bangalore,India,google,summer_sale,,,,,,,,,,
sess_e6b94cbe,user_71,2026-07-08T12:07:00+00:00,page_view,desktop,safari,pune,India,google,(none),,,,,,,,,,
sess_e6b94cbe,user_71,2026-07-08T12:09:00+00:00,search,desktop,safari,pune,India,google,(none),,,,,,,,,,
sess_171fdd3b,user_84,2026-07-11T08:13:00+00:00,page_view,desktop,firefox,mumbai,India,direct,(none),,,,,,,,,,
sess_171fdd3b,user_84,2026-07-11T08:15:00+00:00,search,desktop,firefox,mumbai,India,direct,(none),,,,,,,,,,
sess_74050950,user_406,2026-07-10T14:20:00+00:00,page_view,android,chrome,chennai,India,google,summer_sale,,,,,,,,,,
sess_4085be62,user_551,2026-07-09T04:59:00+00:00,page_view,ios,chrome,mumbai,India,direct,(none),,,,,,,,,,
sess_4b0ba5aa,user_292,2026-07-10T19:51:00+00:00,page_view,desktop,chrome,pune,India,direct,(none),,,,,,,,,,
sess_7a20331a,user_955,2026-07-05T08:07:00+00:00,page_view,android,safari,delhi,India,direct,(none),,,,,,,,,,
sess_7a20331a,user_955,2026-07-05T08:09:00+00:00,search,android,safari,delhi,India,direct,(none),,,,,,,,,,
sess_7a20331a,user_955,2026-07-05T08:11:00+00:00,product_view,android,safari,delhi,India,direct,(none),prod_39,Product prod_39,Electronics,SubCat,2908.0,,,,,
sess_e58445db,user_209,2026-07-09T16:31:00+00:00,page_view,ios,chrome,bangalore,India,organic,win_back,,,,,,,,,,
sess_e58445db,user_209,2026-07-09T16:33:00+00:00,search,ios,chrome,bangalore,India,organic,win_back,,,,,,,,,,
sess_e58445db,user_209,2026-07-09T16:35:00+00:00,product_view,ios,chrome,bangalore,India,organic,win_back,prod_3,Product prod_3,Electronics,SubCat,2832.0,,,,,
sess_5b99fc97,user_790,2026-07-09T05:47:00+00:00,page_view,ios,edge,pune,India,google,summer_sale,,,,,,,,,,
sess_57d8c1bf,user_78,2026-07-05T17:02:00+00:00,page_view,ios,safari,chennai,India,meta,summer_sale,,,,,,,,,,
sess_57d8c1bf,user_78,2026-07-05T17:04:00+00:00,search,ios,safari,chennai,India,meta,summer_sale,,,,,,,,,,
sess_57d8c1bf,user_78,2026-07-05T17:06:00+00:00,product_view,ios,safari,chennai,India,meta,summer_sale,prod_20,Product prod_20,Fashion,SubCat,426.0,,,,,
sess_57d8c1bf,user_78,2026-07-05T17:08:00+00:00,add_to_cart,ios,safari,chennai,India,meta,summer_sale,prod_23,Product prod_23,Electronics,SubCat,2144.0,,,,,
sess_57d8c1bf,user_78,2026-07-05T17:10:00+00:00,checkout,ios,safari,chennai,India,meta,summer_sale,prod_43,Product prod_43,Electronics,SubCat,2997.0,,,,,
sess_57d8c1bf,user_78,2026-07-05T17:12:00+00:00,payment,ios,safari,chennai,India,meta,summer_sale,prod_50,Product prod_50,Home,SubCat,3429.0,ord_sess_57d8c1bf,10287.0,1.0,COD,success
sess_fa9600a2,user_948,2026-07-06T05:56:00+00:00,page_view,ios,chrome,mumbai,India,direct,(none),,,,,,,,,,
sess_fa9600a2,user_948,2026-07-06T05:58:00+00:00,search,ios,chrome,mumbai,India,direct,(none),,,,,,,,,,
sess_fa9600a2,user_948,2026-07-06T06:00:00+00:00,product_view,ios,chrome,mumbai,India,direct,(none),prod_27,Product prod_27,Home,SubCat,2132.0,,,,,
sess_fa9600a2,user_948,2026-07-06T06:02:00+00:00,add_to_cart,ios,chrome,mumbai,India,direct,(none),prod_18,Product prod_18,Electronics,SubCat,985.0,,,,,
sess_fa9600a2,user_948,2026-07-06T06:04:00+00:00,checkout,ios,chrome,mumbai,India,direct,(none),prod_25,Product prod_25,Electronics,SubCat,3955.0,,,,,
sess_265d4a50,user_228,2026-07-15T11:19:00+00:00,page_view,android,safari,bangalore,India,meta,win_back,,,,,,,,,,
sess_17464742,user_337,2026-07-03T08:22:00+00:00,page_view,desktop,edge,pune,India,direct,(none),,,,,,,,,,
sess_c5915dc4,user_962,2026-07-09T05:37:00+00:00,page_view,ios,chrome,bangalore,India,organic,win_back,,,,,,,,,,
sess_8b81b880,user_747,2026-07-14T19:32:00+00:00,page_view,android,edge,pune,India,meta,win_back,,,,,,,,,,
sess_8b81b880,user_747,2026-07-14T19:34:00+00:00,search,android,edge,pune,India,meta,win_back,,,,,,,,,,
sess_8b81b880,user_747,2026-07-14T19:36:00+00:00,product_view,android,edge,pune,India,meta,win_back,prod_3,Product prod_3,Home,SubCat,3672.0,,,,,
sess_8b81b880,user_747,2026-07-14T19:38:00+00:00,add_to_cart,android,edge,pune,India,meta,win_back,prod_1,Product prod_1,Home,SubCat,4510.0,,,,,
sess_e288cc0a,user_704,2026-07-07T11:27:00+00:00,page_view,android,firefox,pune,India,direct,(none),,,,,,,,,,
sess_e288cc0a,user_704,2026-07-07T11:29:00+00:00,search,android,firefox,pune,India,direct,(none),,,,,,,,,,
sess_e288cc0a,user_704,2026-07-07T11:31:00+00:00,product_view,android,firefox,pune,India,direct,(none),prod_43,Product prod_43,Electronics,SubCat,2560.0,,,,,
sess_89287a56,user_520,2026-07-14T10:25:00+00:00,page_view,desktop,firefox,pune,India,meta,summer_sale,,,,,,,,,,
sess_2fc62da7,user_431,2026-07-13T21:47:00+00:00,page_view,android,firefox,chennai,India,google,win_back,,,,,,,,,,
sess_2fc62da7,user_431,2026-07-13T21:49:00+00:00,search,android,firefox,chennai,India,google,win_back,,,,,,,,,,
sess_2fc62da7,user_431,2026-07-13T21:51:00+00:00,product_view,android,firefox,chennai,India,google,win_back,prod_19,Product prod_19,Electronics,SubCat,3621.0,,,,,
sess_98f1b56b,user_805,2026-07-11T14:28:00+00:00,page_view,ios,safari,pune,India,organic,(none),,,,,,,,,,
sess_98f1b56b,user_805,2026-07-11T14:30:00+00:00,search,ios,safari,pune,India,organic,(none),,,,,,,,,,
sess_0349ba78,user_174,2026-07-10T16:42:00+00:00,page_view,desktop,firefox,bangalore,India,meta,(none),,,,,,,,,,
sess_0349ba78,user_174,2026-07-10T16:44:00+00:00,search,desktop,firefox,bangalore,India,meta,(none),,,,,,,,,,
sess_0349ba78,user_174,2026-07-10T16:46:00+00:00,product_view,desktop,firefox,bangalore,India,meta,(none),prod_20,Product prod_20,Electronics,SubCat,1731.0,,,,,
sess_5e2dc57b,user_151,2026-07-08T15:39:00+00:00,page_view,android,edge,chennai,India,meta,(none),,,,,,,,,,
sess_b696b9dc,user_714,2026-07-13T07:09:00+00:00,page_view,desktop,chrome,bangalore,India,organic,summer_sale,,,,,,,,,,
sess_656d82f4,user_181,2026-07-15T01:35:00+00:00,page_view,android,chrome,chennai,India,meta,win_back,,,,,,,,,,
sess_656d82f4,user_181,2026-07-15T01:37:00+00:00,search,android,chrome,chennai,India,meta,win_back,,,,,,,,,,
sess_656d82f4,user_181,2026-07-15T01:39:00+00:00,product_view,android,chrome,chennai,India,meta,win_back,prod_43,Product prod_43,Home,SubCat,4678.0,,,,,
sess_656d82f4,user_181,2026-07-15T01:41:00+00:00,add_to_cart,android,chrome,chennai,India,meta,win_back,prod_39,Product prod_39,Fashion,SubCat,3725.0,,,,,
sess_b3d38632,user_628,2026-07-14T17:28:00+00:00,page_view,android,edge,chennai,India,direct,(none),,,,,,,,,,
sess_b3d38632,user_628,2026-07-14T17:30:00+00:00,search,android,edge,chennai,India,direct,(none),,,,,,,,,,
sess_b3d38632,user_628,2026-07-14T17:32:00+00:00,product_view,android,edge,chennai,India,direct,(none),prod_49,Product prod_49,Electronics,SubCat,2371.0,,,,,
sess_b3d38632,user_628,2026-07-14T17:34:00+00:00,add_to_cart,android,edge,chennai,India,direct,(none),prod_50,Product prod_50,Home,SubCat,4069.0,,,,,
sess_81050a9f,user_642,2026-07-15T02:45:00+00:00,page_view,ios,safari,delhi,India,direct,(none),,,,,,,,,,
sess_ad8e6ba5,user_328,2026-07-03T04:09:00+00:00,page_view,android,edge,mumbai,India,meta,summer_sale,,,,,,,,,,
sess_ad8e6ba5,user_328,2026-07-03T04:11:00+00:00,search,android,edge,mumbai,India,meta,summer_sale,,,,,,,,,,
sess_ad8e6ba5,user_328,2026-07-03T04:13:00+00:00,product_view,android,edge,mumbai,India,meta,summer_sale,prod_27,Product prod_27,Fashion,SubCat,2810.0,,,,,
sess_ad8e6ba5,user_328,2026-07-03T04:15:00+00:00,add_to_cart,android,edge,mumbai,India,meta,summer_sale,prod_35,Product prod_35,Fashion,SubCat,3506.0,,,,,
sess_ad8e6ba5,user_328,2026-07-03T04:17:00+00:00,checkout,android,edge,mumbai,India,meta,summer_sale,prod_4,Product prod_4,Electronics,SubCat,3541.0,,,,,
sess_7e59641e,user_399,2026-07-01T18:24:00+00:00,page_view,ios,chrome,delhi,India,direct,(none),,,,,,,,,,
sess_7e59641e,user_399,2026-07-01T18:26:00+00:00,search,ios,chrome,delhi,India,direct,(none),,,,,,,,,,
sess_7e59641e,user_399,2026-07-01T18:28:00+00:00,product_view,ios,chrome,delhi,India,direct,(none),prod_49,Product prod_49,Fashion,SubCat,3532.0,,,,,
sess_7e59641e,user_399,2026-07-01T18:30:00+00:00,add_to_cart,ios,chrome,delhi,India,direct,(none),prod_35,Product prod_35,Home,SubCat,4573.0,,,,,
sess_7e59641e,user_399,2026-07-01T18:32:00+00:00,checkout,ios,chrome,delhi,India,direct,(none),prod_39,Product prod_39,Electronics,SubCat,4099.0,,,,,
sess_f1801606,user_225,2026-07-16T00:24:00+00:00,page_view,ios,edge,mumbai,India,organic,summer_sale,,,,,,,,,,
sess_aaf10a1c,user_638,2026-07-13T18:36:00+00:00,page_view,desktop,chrome,bangalore,India,organic,summer_sale,,,,,,,,,,
sess_aaf10a1c,user_638,2026-07-13T18:38:00+00:00,search,desktop,chrome,bangalore,India,organic,summer_sale,,,,,,,,,,
sess_07928553,user_888,2026-07-02T08:24:00+00:00,page_view,ios,safari,chennai,India,direct,(none),,,,,,,,,,
sess_07928553,user_888,2026-07-02T08:26:00+00:00,search,ios,safari,chennai,India,direct,(none),,,,,,,,,,
sess_4984c2c2,user_346,2026-07-13T08:48:00+00:00,page_view,ios,firefox,bangalore,India,organic,summer_sale,,,,,,,,,,
sess_4984c2c2,user_346,2026-07-13T08:50:00+00:00,search,ios,firefox,bangalore,India,organic,summer_sale,,,,,,,,,,
sess_4984c2c2,user_346,2026-07-13T08:52:00+00:00,product_view,ios,firefox,bangalore,India,organic,summer_sale,prod_48,Product prod_48,Home,SubCat,526.0,,,,,
sess_4984c2c2,user_346,2026-07-13T08:54:00+00:00,add_to_cart,ios,firefox,bangalore,India,organic,summer_sale,prod_23,Product prod_23,Electronics,SubCat,662.0,,,,,
sess_0ab61668,user_800,2026-07-02T00:15:00+00:00,page_view,android,chrome,pune,India,meta,summer_sale,,,,,,,,,,
sess_0ab61668,user_800,2026-07-02T00:17:00+00:00,search,android,chrome,pune,India,meta,summer_sale,,,,,,,,,,
sess_0ab61668,user_800,2026-07-02T00:19:00+00:00,product_view,android,chrome,pune,India,meta,summer_sale,prod_9,Product prod_9,Fashion,SubCat,1037.0,,,,,
sess_0ab61668,user_800,2026-07-02T00:21:00+00:00,add_to_cart,android,chrome,pune,India,meta,summer_sale,prod_37,Product prod_37,Electronics,SubCat,3909.0,,,,,
sess_0ab61668,user_800,2026-07-02T00:23:00+00:00,checkout,android,chrome,pune,India,meta,summer_sale,prod_45,Product prod_45,Fashion,SubCat,3121.0,,,,,
sess_0ab61668,user_800,2026-07-02T00:25:00+00:00,payment,android,chrome,pune,India,meta,summer_sale,prod_11,Product prod_11,Home,SubCat,1038.0,ord_sess_0ab61668,1038.0,1.0,Card,success
sess_82b1dcf7,user_593,2026-07-10T18:43:00+00:00,page_view,ios,edge,mumbai,India,google,(none),,,,,,,,,,
sess_c401f0b6,user_708,2026-07-08T03:44:00+00:00,page_view,ios,chrome,pune,India,google,win_back,,,,,,,,,,
sess_c401f0b6,user_708,2026-07-08T03:46:00+00:00,search,ios,chrome,pune,India,google,win_back,,,,,,,,,,
sess_c401f0b6,user_708,2026-07-08T03:48:00+00:00,product_view,ios,chrome,pune,India,google,win_back,prod_35,Product prod_35,Fashion,SubCat,3135.0,,,,,
sess_c401f0b6,user_708,2026-07-08T03:50:00+00:00,add_to_cart,ios,chrome,pune,India,google,win_back,prod_5,Product prod_5,Home,SubCat,2895.0,,,,,
sess_ce9b5c7d,user_13,2026-07-16T03:27:00+00:00,page_view,ios,edge,mumbai,India,organic,summer_sale,,,,,,,,,,
sess_ce9b5c7d,user_13,2026-07-16T03:29:00+00:00,search,ios,edge,mumbai,India,organic,summer_sale,,,,,,,,,,
sess_ce9b5c7d,user_13,2026-07-16T03:31:00+00:00,product_view,ios,edge,mumbai,India,organic,summer_sale,prod_47,Product prod_47,Home,SubCat,2312.0,,,,,
sess_ce9b5c7d,user_13,2026-07-16T03:33:00+00:00,add_to_cart,ios,edge,mumbai,India,organic,summer_sale,prod_40,Product prod_40,Home,SubCat,4060.0,,,,,
sess_2c0e7067,user_477,2026-07-09T10:54:00+00:00,page_view,android,chrome,delhi,India,organic,summer_sale,,,,,,,,,,
sess_2c0e7067,user_477,2026-07-09T10:56:00+00:00,search,android,chrome,delhi,India,organic,summer_sale,,,,,,,,,,
sess_a7001058,user_769,2026-07-13T10:01:00+00:00,page_view,ios,firefox,mumbai,India,organic,summer_sale,,,,,,,,,,
sess_a7001058,user_769,2026-07-13T10:03:00+00:00,search,ios,firefox,mumbai,India,organic,summer_sale,,,,,,,,,,
sess_360e41ac,user_364,2026-07-11T08:56:00+00:00,page_view,desktop,firefox,pune,India,google,(none),,,,,,,,,,
sess_360e41ac,user_364,2026-07-11T08:58:00+00:00,search,desktop,firefox,pune,India,google,(none),,,,,,,,,,
sess_360e41ac,user_364,2026-07-11T09:00:00+00:00,product_view,desktop,firefox,pune,India,google,(none),prod_13,Product prod_13,Electronics,SubCat,2077.0,,,,,
sess_360e41ac,user_364,2026-07-11T09:02:00+00:00,add_to_cart,desktop,firefox,pune,India,google,(none),prod_47,Product prod_47,Fashion,SubCat,4102.0,,,,,
sess_d18b3784,user_569,2026-07-16T20:45:00+00:00,page_view,ios,edge,bangalore,India,google,win_back,,,,,,,,,,
sess_d18b3784,user_569,2026-07-16T20:47:00+00:00,search,ios,edge,bangalore,India,google,win_back,,,,,,,,,,
sess_d18b3784,user_569,2026-07-16T20:49:00+00:00,product_view,ios,edge,bangalore,India,google,win_back,prod_15,Product prod_15,Fashion,SubCat,2093.0,,,,,
sess_d18b3784,user_569,2026-07-16T20:51:00+00:00,add_to_cart,ios,edge,bangalore,India,google,win_back,prod_20,Product prod_20,Home,SubCat,4864.0,,,,,
sess_61f18c6c,user_378,2026-07-12T13:47:00+00:00,page_view,desktop,firefox,delhi,India,organic,win_back,,,,,,,,,,
sess_61f18c6c,user_378,2026-07-12T13:49:00+00:00,search,desktop,firefox,delhi,India,organic,win_back,,,,,,,,,,
sess_b49fe716,user_314,2026-07-04T23:12:00+00:00,page_view,ios,chrome,pune,India,meta,summer_sale,,,,,,,,,,
sess_c40c05ec,user_222,2026-07-09T23:37:00+00:00,page_view,desktop,firefox,bangalore,India,meta,win_back,,,,,,,,,,
sess_c40c05ec,user_222,2026-07-09T23:39:00+00:00,search,desktop,firefox,bangalore,India,meta,win_back,,,,,,,,,,
sess_c40c05ec,user_222,2026-07-09T23:41:00+00:00,product_view,desktop,firefox,bangalore,India,meta,win_back,prod_15,Product prod_15,Fashion,SubCat,1569.0,,,,,
sess_d935c700,user_310,2026-07-05T08:02:00+00:00,page_view,android,firefox,mumbai,India,organic,summer_sale,,,,,,,,,,
sess_79663ae5,user_894,2026-07-10T15:30:00+00:00,page_view,ios,firefox,mumbai,India,google,win_back,,,,,,,,,,
sess_23222529,user_964,2026-07-04T02:25:00+00:00,page_view,ios,chrome,pune,India,google,summer_sale,,,,,,,,,,
sess_23222529,user_964,2026-07-04T02:27:00+00:00,search,ios,chrome,pune,India,google,summer_sale,,,,,,,,,,
sess_23222529,user_964,2026-07-04T02:29:00+00:00,product_view,ios,chrome,pune,India,google,summer_sale,prod_10,Product prod_10,Home,SubCat,2589.0,,,,,
sess_23222529,user_964,2026-07-04T02:31:00+00:00,add_to_cart,ios,chrome,pune,India,google,summer_sale,prod_6,Product prod_6,Electronics,SubCat,1070.0,,,,,
sess_23222529,user_964,2026-07-04T02:33:00+00:00,checkout,ios,chrome,pune,India,google,summer_sale,prod_36,Product prod_36,Fashion,SubCat,4983.0,,,,,
sess_9c16d172,user_810,2026-07-13T14:58:00+00:00,page_view,ios,firefox,pune,India,organic,win_back,,,,,,,,,,
sess_9c16d172,user_810,2026-07-13T15:00:00+00:00,search,ios,firefox,pune,India,organic,win_back,,,,,,,,,,
sess_9c16d172,user_810,2026-07-13T15:02:00+00:00,product_view,ios,firefox,pune,India,organic,win_back,prod_37,Product prod_37,Home,SubCat,593.0,,,,,
sess_d23b250c,user_625,2026-07-04T06:40:00+00:00,page_view,android,firefox,bangalore,India,meta,summer_sale,,,,,,,,,,
sess_d23b250c,user_625,2026-07-04T06:42:00+00:00,search,android,firefox,bangalore,India,meta,summer_sale,,,,,,,,,,
sess_d23b250c,user_625,2026-07-04T06:44:00+00:00,product_view,android,firefox,bangalore,India,meta,summer_sale,prod_12,Product prod_12,Home,SubCat,714.0,,,,,
sess_d23b250c,user_625,2026-07-04T06:46:00+00:00,add_to_cart,android,firefox,bangalore,India,meta,summer_sale,prod_11,Product prod_11,Electronics,SubCat,3446.0,,,,,
sess_d23b250c,user_625,2026-07-04T06:48:00+00:00,checkout,android,firefox,bangalore,India,meta,summer_sale,prod_29,Product prod_29,Home,SubCat,4964.0,,,,,
sess_d23b250c,user_625,2026-07-04T06:50:00+00:00,payment,android,firefox,bangalore,India,meta,summer_sale,prod_31,Product prod_31,Fashion,SubCat,367.0,ord_sess_d23b250c,367.0,1.0,Card,failed
sess_177465bc,user_720,2026-07-03T21:14:00+00:00,page_view,ios,safari,chennai,India,google,(none),,,,,,,,,,
sess_177465bc,user_720,2026-07-03T21:16:00+00:00,search,ios,safari,chennai,India,google,(none),,,,,,,,,,
sess_177465bc,user_720,2026-07-03T21:18:00+00:00,product_view,ios,safari,chennai,India,google,(none),prod_15,Product prod_15,Home,SubCat,1320.0,,,,,
sess_177465bc,user_720,2026-07-03T21:20:00+00:00,add_to_cart,ios,safari,chennai,India,google,(none),prod_18,Product prod_18,Electronics,SubCat,684.0,,,,,
sess_177465bc,user_720,2026-07-03T21:22:00+00:00,checkout,ios,safari,chennai,India,google,(none),prod_4,Product prod_4,Electronics,SubCat,2619.0,,,,,
sess_b118cfa5,user_610,2026-07-10T14:07:00+00:00,page_view,ios,firefox,chennai,India,direct,(none),,,,,,,,,,
sess_b118cfa5,user_610,2026-07-10T14:09:00+00:00,search,ios,firefox,chennai,India,direct,(none),,,,,,,,,,
sess_b118cfa5,user_610,2026-07-10T14:11:00+00:00,product_view,ios,firefox,chennai,India,direct,(none),prod_33,Product prod_33,Home,SubCat,4145.0,,,,,
sess_1ca728f3,user_449,2026-07-02T13:47:00+00:00,page_view,ios,firefox,bangalore,India,google,summer_sale,,,,,,,,,,
sess_5e423cbb,user_985,2026-07-01T21:52:00+00:00,page_view,ios,chrome,mumbai,India,organic,(none),,,,,,,,,,
sess_5e423cbb,user_985,2026-07-01T21:54:00+00:00,search,ios,chrome,mumbai,India,organic,(none),,,,,,,,,,
